date,pe_lyr,pe_ttm,pb
2019-07-19,35.42,31.84,6.78
2019-07-22,35.8,32.19,6.85
2019-07-23,34.82,31.3,6.66
2019-07-24,34.66,31.16,6.63
2019-07-25,35.29,31.72,6.75
2019-07-26,35.16,31.61,6.73
2019-07-29,35.89,32.26,6.87
2019-07-30,35.64,32.04,6.82
2019-07-31,35.01,31.47,6.7
2019-08-01,34.52,31.03,6.6
2019-08-02,34.26,30.8,6.55
2019-08-05,33.92,30.49,6.49
2019-08-06,35.17,31.62,6.73
2019-08-07,34.48,30.99,6.6
2019-08-08,34.95,31.42,6.69
2019-08-09,34.23,30.77,6.55
2019-08-12,35.63,32.03,6.82
2019-08-13,35.47,31.89,6.79
2019-08-14,36.5,32.81,6.98
2019-08-15,36.54,32.84,6.99
2019-08-16,36.63,32.93,7.01
2019-08-19,37.09,33.35,7.1
2019-08-20,37.58,33.79,7.19
2019-08-21,37.08,33.33,7.09
2019-08-22,37.85,34.02,7.24
2019-08-23,37.73,33.92,7.22
2019-08-26,36.95,33.22,7.07
2019-08-27,38.39,34.51,7.34
2019-08-28,38.84,34.91,7.43
2019-08-29,39.73,35.72,7.6
2019-08-30,41.04,36.89,7.85
2019-09-02,41.15,35.28,8.32
2019-09-03,41.04,35.19,8.29
2019-09-04,40.11,34.39,8.11
2019-09-05,40.28,34.54,8.14
2019-09-06,40.6,34.82,8.21
2019-09-09,40.37,34.61,8.16
2019-09-10,39.8,34.13,8.04
2019-09-11,37.49,32.14,7.58
2019-09-12,38.15,32.71,7.71
2019-09-16,37.97,32.56,7.67
2019-09-17,38.15,32.71,7.71
2019-09-18,39.31,33.71,7.95
2019-09-19,39.13,33.55,7.91
2019-09-20,39.69,34.03,8.02
2019-09-23,39.11,33.53,7.9
2019-09-24,39.59,33.95,8.0
2019-09-25,39.6,33.95,8.0
2019-09-26,38.89,33.35,7.86
2019-09-27,38.8,33.27,7.84
2019-09-30,37.64,32.28,7.61
2019-10-08,38.5,33.01,7.78
2019-10-09,38.23,32.78,7.73
2019-10-10,37.99,32.57,7.68
2019-10-11,38.06,32.64,7.69
2019-10-14,37.95,32.54,7.67
2019-10-15,38.48,33.0,7.78
2019-10-16,37.74,32.36,7.63
2019-10-17,37.79,32.4,7.64
2019-10-18,36.92,31.66,7.46
2019-10-21,37.16,31.86,7.51
2019-10-22,37.41,32.08,7.56
2019-10-23,36.92,31.66,7.46
2019-10-24,36.12,30.97,7.3
2019-10-25,37.18,31.88,7.51
2019-10-28,37.72,32.34,7.62
2019-10-29,38.14,32.7,7.71
2019-10-30,37.98,32.56,7.68
2019-10-31,38.3,31.2,7.38
2019-11-01,38.77,31.58,7.47
2019-11-04,38.86,31.65,7.49
2019-11-05,38.94,31.72,7.51
2019-11-06,38.46,31.33,7.41
2019-11-07,38.62,31.46,7.44
2019-11-08,39.03,31.79,7.52
2019-11-11,38.49,31.35,7.42
2019-11-12,38.68,31.5,7.46
2019-11-13,39.04,31.8,7.53
2019-11-14,39.02,31.78,7.52
2019-11-15,38.67,31.49,7.45
2019-11-18,38.57,31.41,7.44
2019-11-19,38.72,31.53,7.46
2019-11-20,38.86,31.65,7.49
2019-11-21,38.76,31.57,7.47
2019-11-22,37.4,30.46,7.21
2019-11-25,37.32,30.4,7.2
2019-11-26,37.91,30.88,7.31
2019-11-27,38.13,31.06,7.35
2019-11-28,37.94,30.9,7.31
2019-11-29,36.99,30.13,7.13
2019-12-02,36.83,30.0,7.1
2019-12-03,36.55,29.77,7.05
2019-12-04,37.25,30.34,7.18
2019-12-05,37.17,30.27,7.16
2019-12-06,37.99,30.94,7.32
2019-12-09,37.84,30.82,7.3
2019-12-10,37.95,30.91,7.32
2019-12-11,37.36,30.43,7.2
2019-12-12,37.06,30.18,7.14
2019-12-13,37.56,30.59,7.24
2019-12-16,37.36,30.43,7.2
2019-12-17,37.77,30.77,7.28
2019-12-18,37.97,30.93,7.32
2019-12-19,37.66,30.67,7.26
2019-12-20,37.44,30.49,7.22
2019-12-23,37.16,30.27,7.16
2019-12-24,37.32,30.4,7.2
2019-12-25,37.15,30.26,7.16
2019-12-26,37.17,30.27,7.16
2019-12-27,37.41,30.47,7.21
2019-12-30,38.52,31.37,7.43
2019-12-31,38.57,31.42,7.44
2020-01-02,38.3,31.2,7.38
2020-01-03,37.86,30.84,7.3
2020-01-06,37.47,30.52,7.22
2020-01-07,37.52,30.56,7.23
2020-01-08,37.38,30.44,7.21
2020-01-09,37.92,30.89,7.31
2020-01-10,38.75,31.56,7.47
2020-01-13,40.5,32.99,7.81
2020-01-14,40.18,32.73,7.75
2020-01-15,40.83,33.26,7.87
2020-01-16,40.79,33.22,7.86
2020-01-17,40.18,32.73,7.75
2020-01-20,39.89,32.49,7.69
2020-01-21,38.46,31.33,7.41
2020-01-22,38.19,31.11,7.36
2020-01-23,36.59,29.8,7.05
2020-02-03,32.93,26.82,6.35
2020-02-04,33.21,27.05,6.4
2020-02-05,34.08,27.76,6.57
2020-02-06,34.56,28.14,6.66
2020-02-07,34.97,28.48,6.74
2020-02-10,35.13,28.61,6.77
2020-02-11,36.19,29.48,6.98
2020-02-12,36.1,29.4,6.96
2020-02-13,36.0,29.32,6.94
2020-02-14,35.8,29.15,6.9
2020-02-17,36.05,29.36,6.95
2020-02-18,35.78,29.15,6.9
2020-02-19,36.54,29.76,7.04
2020-02-20,37.75,30.74,7.28
2020-02-21,37.7,30.71,7.27
2020-02-24,36.86,30.02,7.11
2020-02-25,36.34,29.6,7.0
2020-02-26,35.99,29.31,6.94
2020-02-27,36.63,29.83,7.06
2020-02-28,34.98,28.49,6.74
2020-03-02,35.57,28.97,6.86
2020-03-03,36.07,29.38,6.95
2020-03-04,36.33,29.59,7.0
2020-03-05,38.63,31.46,7.45
2020-03-06,37.72,30.72,7.27
2020-03-09,36.63,29.83,7.06
2020-03-10,37.91,30.88,7.31
2020-03-11,37.67,30.68,7.26
2020-03-12,36.55,29.77,7.05
2020-03-13,35.56,28.96,6.85
2020-03-16,33.5,27.28,6.46
2020-03-17,32.59,26.54,6.28
2020-03-18,31.2,25.41,6.01
2020-03-19,29.61,24.12,5.71
2020-03-20,31.47,25.63,6.07
2020-03-23,30.31,24.69,5.84
2020-03-24,31.63,25.76,6.1
2020-03-25,33.06,26.93,6.37
2020-03-26,33.03,26.9,6.37
2020-03-27,33.59,27.35,6.47
2020-03-30,32.84,26.75,6.33
2020-03-31,33.41,27.21,6.44
2020-04-01,33.35,27.16,6.43
2020-04-02,33.99,27.68,6.55
2020-04-03,34.08,27.76,6.57
2020-04-07,36.0,29.32,6.94
2020-04-08,36.33,29.59,7.0
2020-04-09,36.25,29.52,6.99
2020-04-10,36.69,29.88,7.07
2020-04-13,36.25,29.53,6.99
2020-04-14,37.25,30.34,7.18
2020-04-15,37.1,30.21,7.15
2020-04-16,36.57,29.79,7.05
2020-04-17,37.36,30.43,7.2
2020-04-20,37.5,30.54,7.23
2020-04-21,36.68,29.87,7.07
2020-04-22,37.79,30.78,7.28
2020-04-23,38.02,30.96,7.33
2020-04-24,38.11,31.04,7.35
2020-04-27,38.48,31.34,7.42
2020-04-28,31.0,28.96,6.58
2020-04-29,30.22,28.23,6.41
2020-04-30,30.28,28.29,6.43
2020-05-06,30.83,28.79,6.54
2020-05-07,31.65,29.57,6.72
2020-05-08,31.87,29.77,6.76
2020-05-11,31.64,29.55,6.72
2020-05-12,31.87,29.77,6.76
2020-05-13,32.57,30.42,6.91
2020-05-14,32.63,30.48,6.93
2020-05-15,32.39,30.25,6.87
2020-05-18,33.72,31.5,7.16
2020-05-19,33.77,31.55,7.17
2020-05-20,33.65,31.43,7.14
2020-05-21,33.83,31.6,7.18
2020-05-22,32.18,30.05,6.83
2020-05-25,32.8,30.63,6.96
2020-05-26,32.97,30.79,7.0
2020-05-27,32.6,30.45,6.92
2020-05-28,32.6,30.45,6.92
2020-05-29,33.06,30.88,7.02
2020-06-01,35.37,33.04,7.51
2020-06-02,35.41,33.08,7.52
2020-06-03,35.3,32.97,7.49
2020-06-04,35.43,33.09,7.52
2020-06-05,35.71,33.35,7.58
2020-06-08,35.82,33.46,7.6
2020-06-09,36.27,33.88,7.7
2020-06-10,36.26,33.86,7.69
2020-06-11,35.7,33.35,7.58
2020-06-12,36.02,33.65,7.65
2020-06-15,35.02,32.71,7.43
2020-06-16,35.17,32.85,7.46
2020-06-17,34.77,32.48,7.38
2020-06-18,35.32,32.99,7.5
2020-06-19,36.93,34.49,7.84
2020-06-22,36.36,33.96,7.72
2020-06-23,37.47,35.0,7.95
2020-06-24,37.61,35.13,7.98
2020-06-29,37.36,34.9,7.93
2020-06-30,38.17,35.65,8.1
2020-07-01,40.59,37.91,8.61
2020-07-02,42.27,39.48,8.97
2020-07-03,42.09,39.32,8.93
2020-07-06,43.01,40.17,9.13
2020-07-07,45.03,42.06,9.56
2020-07-08,45.36,42.37,9.63
2020-07-09,45.44,42.44,9.64
2020-07-10,46.17,43.13,9.8
2020-07-13,48.67,45.46,10.33
2020-07-14,49.27,46.02,10.46
2020-07-15,49.95,46.66,10.6
2020-07-16,44.96,41.99,9.54
2020-07-17,45.81,42.79,9.72
2020-07-20,44.99,42.02,9.55
2020-07-21,45.86,42.83,9.73
2020-07-22,46.6,43.52,9.89
2020-07-23,46.86,43.77,9.94
2020-07-24,44.92,41.96,9.53
2020-07-27,45.53,42.52,9.66
2020-07-28,47.73,44.58,10.13
2020-07-29,47.95,44.79,10.18
2020-07-30,48.25,45.07,10.24
2020-07-31,48.51,45.31,10.3
2020-08-03,48.56,45.36,10.31
2020-08-04,48.13,44.96,10.22
2020-08-05,48.51,45.31,10.3
2020-08-06,47.07,43.96,9.99
2020-08-07,46.23,43.18,9.81
2020-08-10,45.94,42.91,9.75
2020-08-11,46.62,43.54,9.89
2020-08-12,46.05,43.02,9.77
2020-08-13,46.15,43.1,9.79
2020-08-14,47.49,44.36,10.08
2020-08-17,49.07,45.83,10.41
2020-08-18,49.2,45.95,10.44
2020-08-19,49.56,46.29,10.52
2020-08-20,48.28,45.09,10.25
2020-08-21,48.71,45.5,10.34
2020-08-24,50.19,46.88,10.65
2020-08-25,52.55,49.08,11.15
2020-08-26,52.79,49.3,11.2
2020-08-27,53.1,49.6,11.27
2020-08-28,53.64,49.34,12.19
2020-08-31,53.53,49.23,12.16
2020-09-01,52.69,48.46,11.97
2020-09-02,52.42,48.21,11.91
2020-09-03,53.23,48.95,12.09
2020-09-04,51.35,47.23,11.67
2020-09-07,50.61,46.54,11.5
2020-09-08,49.5,45.53,11.25
2020-09-09,48.4,44.52,11.0
2020-09-10,49.79,45.79,11.31
2020-09-11,50.83,46.75,11.55
2020-09-14,51.32,47.2,11.66
2020-09-15,51.38,47.25,11.67
2020-09-16,50.41,46.37,11.45
2020-09-17,49.66,45.67,11.28
2020-09-18,51.2,47.08,11.63
2020-09-21,50.16,46.14,11.4
2020-09-22,49.72,45.73,11.29
2020-09-23,48.92,44.99,11.11
2020-09-24,48.25,44.37,10.96
2020-09-25,48.45,44.56,11.01
2020-09-28,49.1,45.16,11.15
2020-09-29,49.01,45.08,11.13
2020-09-30,49.29,45.34,11.2
2020-10-09,50.76,46.68,11.53
2020-10-12,53.92,49.59,12.25
2020-10-13,54.04,49.7,12.28
2020-10-14,53.4,49.11,12.13
2020-10-15,53.29,49.01,12.11
2020-10-16,52.84,48.59,12.0
2020-10-19,52.68,48.45,11.97
2020-10-20,53.75,49.43,12.21
2020-10-21,53.93,49.6,12.25
2020-10-22,53.92,49.59,12.25
2020-10-23,52.78,48.54,11.99
2020-10-26,51.88,47.72,11.79
2020-10-27,52.08,47.9,11.83
2020-10-28,53.53,49.23,12.16
2020-10-29,55.76,51.28,12.67
2020-10-30,54.5,48.88,11.81
2020-11-02,54.8,49.15,11.88
2020-11-03,55.85,50.09,12.1
2020-11-04,56.43,50.61,12.23
2020-11-05,57.86,51.89,12.54
2020-11-06,57.84,51.87,12.53
2020-11-09,60.22,54.01,13.05
2020-11-10,60.85,54.57,13.19
2020-11-11,59.98,53.79,13.0
2020-11-12,59.7,53.54,12.94
2020-11-13,59.11,53.01,12.81
2020-11-16,60.89,54.61,13.2
2020-11-17,60.02,53.83,13.01
2020-11-18,58.82,52.75,12.75
2020-11-19,59.04,52.95,12.8
2020-11-20,59.88,53.7,12.98
2020-11-23,60.8,54.53,13.18
2020-11-24,60.62,54.37,13.14
2020-11-25,58.66,52.6,12.71
2020-11-26,58.12,52.13,12.6
2020-11-27,58.51,52.47,12.68
2020-11-30,56.66,50.81,12.28
2020-12-01,57.55,51.61,12.47
2020-12-02,58.12,52.12,12.6
2020-12-03,58.36,52.34,12.65
2020-12-04,59.6,53.45,12.92
2020-12-07,60.28,54.06,13.06
2020-12-08,60.67,54.41,13.15
2020-12-09,60.16,53.95,13.04
2020-12-10,59.7,53.54,12.94
2020-12-11,59.67,53.51,12.93
2020-12-14,60.93,54.64,13.2
2020-12-15,60.4,54.17,13.09
2020-12-16,61.19,54.88,13.26
2020-12-17,61.97,55.57,13.43
2020-12-18,61.75,55.38,13.38
2020-12-21,62.88,56.39,13.63
2020-12-22,62.99,56.49,13.65
2020-12-23,62.07,55.67,13.45
2020-12-24,61.41,55.08,13.31
2020-12-25,61.54,55.2,13.34
2020-12-28,63.78,57.2,13.82
2020-12-29,62.68,56.21,13.58
2020-12-30,63.99,57.39,13.87
2020-12-31,65.1,58.38,14.11
2021-01-04,66.48,59.62,14.41
2021-01-05,71.37,64.01,15.47
2021-01-06,73.23,65.67,15.87
2021-01-07,73.61,66.01,15.95
2021-01-08,70.71,63.41,15.32
2021-01-11,67.18,60.25,14.56
2021-01-12,69.15,62.01,14.99
2021-01-13,68.1,61.08,14.76
2021-01-14,64.55,57.89,13.99
2021-01-15,64.17,57.55,13.91
2021-01-18,63.47,56.92,13.76
2021-01-19,62.79,56.31,13.61
2021-01-20,63.54,56.98,13.77
2021-01-21,66.24,59.4,14.35
2021-01-22,65.93,59.12,14.29
2021-01-25,70.42,63.15,15.26
2021-01-26,68.21,61.17,14.78
2021-01-27,65.26,58.53,14.14
2021-01-28,63.79,57.21,13.83
2021-01-29,64.94,58.24,14.07
2021-02-01,65.2,58.47,14.13
2021-02-02,67.83,60.84,14.7
2021-02-03,68.87,61.76,14.93
2021-02-04,69.95,62.73,15.16
2021-02-05,71.32,63.97,15.46
2021-02-08,71.38,64.01,15.47
2021-02-09,73.5,65.91,15.93
2021-02-10,76.43,68.54,16.56
2021-02-18,74.39,66.71,16.12
2021-02-19,76.82,68.89,16.65
2021-02-22,69.83,62.62,15.13
2021-02-23,70.26,63.01,15.23
2021-02-24,65.37,58.63,14.17
2021-02-25,64.44,57.79,13.97
2021-02-26,62.45,56.01,13.54
2021-03-01,64.47,57.82,13.97
2021-03-02,62.61,56.15,13.57
2021-03-03,63.64,57.07,13.79
2021-03-04,59.4,53.27,12.87
2021-03-05,59.44,53.31,12.88
2021-03-08,54.54,48.91,11.82
2021-03-09,54.09,48.51,11.72
2021-03-10,56.34,50.53,12.21
2021-03-11,59.12,53.02,12.81
2021-03-12,58.99,52.9,12.78
2021-03-15,55.99,50.21,12.13
2021-03-16,58.53,52.49,12.69
2021-03-17,58.96,52.87,12.78
2021-03-18,60.31,54.09,13.07
2021-03-19,58.17,52.17,12.61
2021-03-22,57.88,51.91,12.54
2021-03-23,58.5,52.46,12.68
2021-03-24,58.17,52.17,12.61
2021-03-25,57.1,51.21,12.37
2021-03-26,59.32,53.2,12.86
2021-03-29,60.69,54.43,13.15
2021-03-30,61.0,54.7,13.22
2021-03-31,59.77,53.61,12.95
2021-04-01,60.91,54.63,13.2
2021-04-02,63.47,56.92,13.76
2021-04-06,63.52,56.96,13.77
2021-04-07,60.41,54.18,13.09
2021-04-08,60.91,54.63,13.2
2021-04-09,59.18,53.07,12.82
2021-04-12,58.21,52.21,12.62
2021-04-13,58.64,52.59,12.71
2021-04-14,58.84,52.77,12.75
2021-04-15,57.06,51.17,12.37
2021-04-16,58.4,52.37,12.66
2021-04-19,59.26,53.14,12.84
2021-04-20,59.72,53.56,12.94
2021-04-21,60.41,54.18,13.09
2021-04-22,60.49,54.25,13.11
2021-04-23,62.45,56.01,13.54
2021-04-26,61.34,55.01,13.29
2021-04-27,62.86,56.38,13.62
2021-04-28,55.55,51.38,11.67
2021-04-29,56.31,52.09,11.82
2021-04-30,55.44,51.28,11.64
2021-05-06,53.77,49.74,11.29
2021-05-07,52.93,48.96,11.11
2021-05-10,51.35,47.5,10.78
2021-05-11,53.58,49.56,11.25
2021-05-12,53.98,49.93,11.34
2021-05-13,53.69,49.66,11.27
2021-05-14,55.83,51.64,11.72
2021-05-17,57.81,53.47,12.14
2021-05-18,58.26,53.89,12.23
2021-05-19,58.9,54.48,12.37
2021-05-20,59.04,54.61,12.4
2021-05-21,57.69,53.36,12.12
2021-05-24,59.33,54.88,12.46
2021-05-25,62.84,58.12,13.19
2021-05-26,62.05,57.39,13.03
2021-05-27,61.89,57.25,13.0
2021-05-28,61.64,57.02,12.94
2021-05-31,61.3,56.7,12.87
2021-06-01,61.41,56.8,12.9
2021-06-02,60.66,56.11,12.74
2021-06-03,61.0,56.42,12.81
2021-06-04,61.33,56.73,12.88
2021-06-07,60.87,56.3,12.78
2021-06-08,57.96,53.61,12.17
2021-06-09,57.68,53.35,12.11
2021-06-10,58.95,54.52,12.38
2021-06-11,58.66,54.26,12.32
2021-06-15,58.21,53.84,12.22
2021-06-16,56.86,52.59,11.94
2021-06-17,57.23,52.94,12.02
2021-06-18,56.61,52.36,11.89
2021-06-21,57.75,53.41,12.13
2021-06-22,58.33,53.96,12.25
2021-06-23,56.59,52.35,11.88
2021-06-24,56.94,52.66,11.96
2021-06-25,58.34,53.96,12.25
2021-06-28,59.58,55.11,12.51
2021-06-29,58.07,53.72,12.19
2021-06-30,57.95,53.6,12.17
2021-07-01,58.01,53.65,12.18
2021-07-02,55.64,51.46,11.68
2021-07-05,54.68,50.58,11.48
2021-07-06,53.93,49.88,11.32
2021-07-07,55.36,51.2,11.62
2021-07-08,52.49,48.55,11.02
2021-07-09,51.99,48.09,10.92
2021-07-12,52.71,48.75,11.07
2021-07-13,53.69,49.66,11.27
2021-07-14,53.55,49.53,11.24
2021-07-15,54.63,50.53,11.47
2021-07-16,53.98,49.93,11.34
2021-07-19,54.64,50.54,11.47
2021-07-20,54.91,50.79,11.53
2021-07-21,54.7,50.6,11.49
2021-07-22,54.48,50.4,11.44
2021-07-23,52.76,48.8,11.08
2021-07-26,48.54,44.9,10.19
2021-07-27,44.96,41.59,9.44
2021-07-28,46.04,42.58,9.67
2021-07-29,45.72,42.29,9.6
2021-07-30,42.94,39.72,9.02
2021-08-02,45.61,42.18,9.58
2021-08-03,46.69,43.19,9.81
2021-08-04,45.61,42.19,9.58
2021-08-05,44.19,40.87,9.28
2021-08-06,43.96,40.66,9.23
2021-08-09,44.74,41.38,9.4
2021-08-10,48.42,44.78,10.17
2021-08-11,47.89,44.3,10.06
2021-08-12,46.28,42.81,9.72
2021-08-13,46.84,43.32,9.84
2021-08-16,46.82,43.31,9.83
2021-08-17,44.73,41.37,9.39
2021-08-18,44.55,41.2,9.35
2021-08-19,43.31,40.06,9.09
2021-08-20,40.15,37.13,8.43
2021-08-23,40.08,37.07,8.42
2021-08-24,40.85,37.78,8.58
2021-08-25,42.31,39.13,8.88
2021-08-26,40.3,37.27,8.46
2021-08-27,40.01,37.01,8.4
2021-08-30,40.27,36.03,9.04
2021-08-31,39.23,35.11,8.81
2021-09-01,40.4,36.16,9.07
2021-09-02,39.14,35.03,8.79
2021-09-03,40.05,35.84,8.99
2021-09-06,41.13,36.81,9.23
2021-09-07,41.23,36.9,9.26
2021-09-08,40.41,36.16,9.07
2021-09-09,40.33,36.09,9.05
2021-09-10,41.57,37.2,9.33
2021-09-13,40.42,36.17,9.07
2021-09-14,40.02,35.81,8.98
2021-09-15,38.61,34.55,8.67
2021-09-16,38.32,34.29,8.6
2021-09-17,39.28,35.15,8.82
2021-09-22,37.72,33.76,8.47
2021-09-23,37.82,33.84,8.49
2021-09-24,39.01,34.9,8.76
2021-09-27,42.91,38.39,9.63
2021-09-28,42.2,37.76,9.47
2021-09-29,42.54,38.06,9.55
2021-09-30,42.68,38.19,9.58
2021-10-08,44.39,39.73,9.97
2021-10-11,44.31,39.65,9.95
2021-10-12,44.61,39.92,10.01
2021-10-13,46.59,41.69,10.46
2021-10-14,46.68,41.78,10.48
2021-10-15,45.58,40.79,10.23
2021-10-18,41.88,37.48,9.4
2021-10-19,42.59,38.12,9.56
2021-10-20,42.78,38.28,9.6
2021-10-21,42.99,38.47,9.65
2021-10-22,43.77,39.17,9.83
2021-10-25,42.86,38.36,9.62
2021-10-26,42.92,38.41,9.64
2021-10-27,42.02,37.6,9.43
2021-10-28,41.88,37.47,9.4
2021-10-29,42.12,37.69,9.45
2021-11-01,39.86,34.99,8.55
2021-11-02,39.16,34.37,8.4
2021-11-03,38.73,34.0,8.31
2021-11-04,40.23,35.31,8.63
2021-11-05,40.91,35.9,8.78
2021-11-08,41.04,36.02,8.8
2021-11-09,40.61,35.64,8.71
2021-11-10,40.01,35.12,8.58
2021-11-11,40.17,35.26,8.62
2021-11-12,39.65,34.8,8.51
2021-11-15,39.82,34.95,8.54
2021-11-16,41.24,36.19,8.85
2021-11-17,41.14,36.11,8.83
2021-11-18,40.58,35.62,8.71
2021-11-19,41.35,36.29,8.87
2021-11-22,42.01,36.87,9.01
2021-11-23,41.78,36.67,8.96
2021-11-24,43.65,38.31,9.36
2021-11-25,43.37,38.06,9.3
2021-11-26,43.35,38.05,9.3
2021-11-29,43.71,38.37,9.38
2021-11-30,42.41,37.22,9.1
2021-12-01,42.9,37.65,9.2
2021-12-02,43.33,38.03,9.3
2021-12-03,44.63,39.17,9.57
2021-12-06,45.19,39.66,9.69
2021-12-07,45.52,39.95,9.76
2021-12-08,47.46,41.66,10.18
2021-12-09,48.82,42.85,10.47
2021-12-10,48.05,42.17,10.31
2021-12-13,48.63,42.68,10.43
2021-12-14,48.63,42.68,10.43
2021-12-15,47.42,41.62,10.17
2021-12-16,47.37,41.57,10.16
2021-12-17,45.74,40.15,9.81
2021-12-20,45.91,40.29,9.85
2021-12-21,45.06,39.55,9.67
2021-12-22,45.15,39.63,9.69
2021-12-23,46.1,40.46,9.89
2021-12-24,47.06,41.3,10.1
2021-12-27,45.95,40.33,9.86
2021-12-28,46.21,40.56,9.91
2021-12-29,43.9,38.53,9.42
2021-12-30,43.86,38.5,9.41
2021-12-31,43.31,38.01,9.29
2022-01-04,43.49,38.17,9.33
2022-01-05,43.52,38.2,9.34
2022-01-06,42.69,37.47,9.16
2022-01-07,42.34,37.16,9.08
2022-01-10,41.81,36.7,8.97
2022-01-11,41.5,36.42,8.9
2022-01-12,42.39,37.2,9.09
2022-01-13,40.64,35.66,8.72
2022-01-14,40.3,35.37,8.65
2022-01-17,40.62,35.65,8.71
2022-01-18,41.14,36.11,8.83
2022-01-19,41.0,35.99,8.8
2022-01-20,41.48,36.4,8.9
2022-01-21,42.26,37.09,9.07
2022-01-24,41.84,36.72,8.97
2022-01-25,40.53,35.57,8.69
2022-01-26,40.08,35.18,8.6
2022-01-27,39.57,34.72,8.49
2022-01-28,38.59,33.87,8.28
2022-02-07,38.05,33.4,8.16
2022-02-08,36.96,32.44,7.93
2022-02-09,38.12,33.46,8.18
2022-02-10,37.55,32.96,8.06
2022-02-11,37.79,33.17,8.11
2022-02-14,38.52,33.8,8.26
2022-02-15,38.87,34.11,8.34
2022-02-16,38.79,34.04,8.32
2022-02-17,38.41,33.71,8.24
2022-02-18,38.71,33.97,8.3
2022-02-21,38.75,34.01,8.31
2022-02-22,37.62,33.02,8.07
2022-02-23,38.16,33.5,8.19
2022-02-24,36.7,32.21,7.87
2022-02-25,37.05,32.52,7.95
2022-02-28,36.96,32.44,7.93
2022-03-01,37.58,32.98,8.06
2022-03-02,36.8,32.3,7.9
2022-03-03,35.42,31.08,7.6
2022-03-04,34.31,30.11,7.36
2022-03-07,32.29,28.34,6.93
2022-03-08,32.34,28.38,6.94
2022-03-09,31.68,27.81,6.8
2022-03-10,33.49,29.39,7.18
2022-03-11,33.41,29.32,7.17
2022-03-14,32.34,28.39,6.94
2022-03-15,30.57,26.83,6.56
2022-03-16,32.06,28.13,6.88
2022-03-17,32.73,28.72,7.02
2022-03-18,32.66,28.66,7.01
2022-03-21,32.23,28.29,6.92
2022-03-22,31.96,28.05,6.86
2022-03-23,32.28,28.33,6.92
2022-03-24,31.39,27.55,6.73
2022-03-25,30.58,26.84,6.56
2022-03-28,29.41,25.81,6.31
2022-03-29,29.02,25.47,6.23
2022-03-30,30.53,26.79,6.55
2022-03-31,30.16,26.47,6.47
2022-04-01,31.1,27.3,6.67
2022-04-06,31.13,27.32,6.68
2022-04-07,31.21,27.39,6.7
2022-04-08,31.24,27.42,6.7
2022-04-11,29.89,26.23,6.41
2022-04-12,31.88,27.98,6.84
2022-04-13,31.57,27.71,6.77
2022-04-14,33.37,29.29,7.16
2022-04-15,33.05,29.01,7.09
2022-04-18,32.52,28.54,6.98
2022-04-19,32.1,28.17,6.89
2022-04-20,32.27,28.32,6.92
2022-04-21,31.62,27.76,6.78
2022-04-22,32.18,28.24,6.9
2022-04-25,30.15,26.46,6.47
2022-04-26,30.83,27.06,6.61
2022-04-27,31.39,27.55,6.73
2022-04-28,32.26,28.31,6.92
2022-04-29,26.92,25.3,5.73
2022-05-05,26.82,25.21,5.71
2022-05-06,26.08,24.51,5.55
2022-05-09,25.7,24.15,5.47
2022-05-10,25.79,24.24,5.49
2022-05-11,26.15,24.58,5.56
2022-05-12,26.25,24.67,5.58
2022-05-13,26.06,24.49,5.54
2022-05-16,25.77,24.21,5.48
2022-05-17,25.93,24.37,5.52
2022-05-18,25.67,24.12,5.46
2022-05-19,25.49,23.95,5.42
2022-05-20,26.98,25.35,5.74
2022-05-23,26.47,24.88,5.63
2022-05-24,26.0,24.43,5.53
2022-05-25,26.14,24.57,5.56
2022-05-26,26.11,24.53,5.55
2022-05-27,26.23,24.65,5.58
2022-05-30,27.59,25.93,5.87
2022-05-31,28.46,26.74,6.05
2022-06-01,28.3,26.59,6.02
2022-06-02,28.19,26.49,6.0
2022-06-06,28.72,26.98,6.11
2022-06-07,28.91,27.17,6.15
2022-06-08,29.58,27.79,6.29
2022-06-09,29.23,27.46,6.22
2022-06-10,29.46,27.68,6.27
2022-06-13,28.64,26.92,6.09
2022-06-14,28.86,27.12,6.14
2022-06-15,29.44,27.66,6.26
2022-06-16,29.49,27.71,6.27
2022-06-17,30.08,28.27,6.4
2022-06-20,30.47,28.63,6.48
2022-06-21,30.16,28.35,6.42
2022-06-22,29.57,27.79,6.29
2022-06-23,29.95,28.15,6.37
2022-06-24,30.72,28.87,6.53
2022-06-27,32.05,30.11,6.82
2022-06-28,33.15,31.15,7.05
2022-06-29,31.88,29.96,6.78
2022-06-30,33.53,31.51,7.13
2022-07-01,33.71,31.68,7.17
2022-07-04,33.38,31.37,7.1
2022-07-05,32.98,30.99,7.02
2022-07-06,32.34,30.39,6.88
2022-07-07,31.81,29.89,6.77
2022-07-08,32.0,30.07,6.81
2022-07-11,31.45,29.55,6.69
2022-07-12,31.55,29.65,6.71
2022-07-13,32.06,30.13,6.82
2022-07-14,31.57,29.67,6.72
2022-07-15,31.53,29.63,6.71
2022-07-18,31.1,29.23,6.62
2022-07-19,31.37,29.48,6.67
2022-07-20,31.4,29.51,6.68
2022-07-21,31.0,29.13,6.59
2022-07-22,30.87,29.01,6.57
2022-07-25,31.23,29.35,6.64
2022-07-26,31.71,29.8,6.75
2022-07-27,31.23,29.35,6.64
2022-07-28,31.07,29.2,6.61
